user,is_correct,question_id,tag_id,created_at
1041,False,563,124,2015-02-05 14:08:33.066127+00:00
1041,True,548,115,2015-02-05 14:08:49.966900+00:00
1041,True,550,115,2015-02-05 14:09:02.622406+00:00
1041,False,544,113,2015-02-05 14:09:36.514465+00:00
1041,True,542,113,2015-02-05 14:09:58.002050+00:00
1041,True,543,113,2015-02-05 14:10:10.310554+00:00
1041,True,544,113,2015-02-05 14:10:19.365574+00:00
1041,True,619,102,2015-02-05 14:10:50.638505+00:00
1041,True,624,186,2015-02-05 14:11:09.852025+00:00
1041,True,588,74,2015-02-05 14:11:20.830071+00:00
1041,True,566,125,2015-02-05 14:11:28.798327+00:00
1041,True,539,112,2015-02-05 14:11:40.449867+00:00
1041,True,541,112,2015-02-05 14:11:54.072991+00:00
1041,True,540,112,2015-02-05 14:12:20.058881+00:00
1041,True,540,112,2015-02-05 14:12:52.437052+00:00
1041,True,541,112,2015-02-05 14:13:00.948528+00:00
1041,True,539,112,2015-02-05 14:13:14.268985+00:00
1041,True,539,112,2015-02-05 14:13:25.727514+00:00
1041,True,541,112,2015-02-05 14:13:38.470554+00:00
1041,True,540,112,2015-02-05 14:14:00.601936+00:00
1041,True,541,112,2015-02-05 14:14:50.835583+00:00
1041,True,539,112,2015-02-05 14:15:01.126283+00:00
1041,True,540,112,2015-02-05 14:15:07.462718+00:00
1041,True,539,112,2015-02-05 14:15:26.182557+00:00
1041,True,539,112,2015-02-05 14:15:39.737306+00:00
1041,True,539,112,2015-02-05 14:15:50.940539+00:00
1041,True,539,112,2015-02-05 14:21:04.083862+00:00
1041,True,539,112,2015-02-05 14:21:13.869647+00:00
1041,True,541,112,2015-02-05 14:21:20.944897+00:00
1041,True,540,112,2015-02-05 14:21:35.910124+00:00
